,ref_mean,target_mean,ref_std,target_std,drift_score,abs_drift
temperature_h00_lvl1000_grad_lon,-0.04608628526329994,0.032305553555488586,0.4931793510913849,0.9537226557731628,0.15895198905897162,0.15895198905897162
temperature_h00_lvl850_grad_lon,-0.04375113546848297,0.013507918454706669,0.3726879060268402,0.662080705165863,0.15363807893209705,0.15363807893209705
geopotential_h00_lvl850,14403.693359375,14351.3876953125,456.3858947753906,538.3674926757812,-0.11460841507435747,0.11460841507435747
u_component_of_wind_h00_lvl1000,0.3233071565628052,0.4536460340023041,1.58409583568573,1.8754364252090454,0.08227966673687849,0.08227966673687849
v_component_of_wind_h00_lvl1000,-0.0854342132806778,0.02174745872616768,1.4292385578155518,1.6760213375091553,0.07499214978545075,0.07499214978545075
u_component_of_wind_h00_lvl850,2.6428797245025635,2.855416774749756,3.47749400138855,3.6369590759277344,0.061117876885575406,0.061117876885575406
temperature_h00_lvl1000_ewm30,284.4320475101581,285.14463965332334,12.187082890820331,11.182125981209147,0.058471100061359554,0.058471100061359554
temperature_h00_lvl850_std5,0.322416009765322,0.33342698116272523,0.19998607299471535,0.23490120927754696,0.05505869100041893,0.05505869100041893
temperature_h00_lvl1000_lag7,284.4658203125,285.1217041015625,12.813114166259766,11.788697242736816,0.05118847616215043,0.05118847616215043
temperature_h00_lvl850_grad_mag,0.9203367829322815,0.9501374363899231,0.5892702341079712,0.7029960751533508,0.05057213436676197,0.05057213436676197
temperature_h00_lvl1000_ewm14,284.47285393915035,285.1031317408123,12.489079749653973,11.535024827834352,0.050466312514289235,0.050466312514289235
temperature_h00_lvl850_ewm30,277.1465350739087,277.6508213534006,10.12681709339333,9.455888593650537,0.0497971154056787,0.0497971154056787
specific_humidity_h00_lvl850,0.003882377641275525,0.004060580860823393,0.003719845786690712,0.007910813204944134,0.047906077231874386,0.047906077231874386
temperature_h00_lvl1000_ewm7,284.4816451469139,285.06859980232565,12.609087162945913,11.685620398799186,0.0465501306975374,0.0465501306975374
temperature_h00_lvl1000_lag3,284.4817199707031,285.07275390625,12.787968635559082,11.831296920776367,0.046217968810418134,0.046217968810418134
temperature_h00_lvl1000_std5,0.3860415666735856,0.39832278110315666,0.26828718593358786,0.3350569156113851,0.045776373503769174,0.045776373503769174
temperature_h00_lvl850_lag7,277.17547607421875,277.6599426269531,10.728059768676758,10.058504104614258,0.04515882304728538,0.04515882304728538
temperature_h00_lvl850_ewm14,277.18134296455383,277.6461536631634,10.38838945098439,9.75155651705784,0.044743287763965675,0.044743287763965675
temperature_h00_lvl1000_ewm3,284.4886608209565,285.0431329974251,12.695318763582703,11.79124612981421,0.043675325274946594,0.043675325274946594
temperature_h00_lvl1000_lag1,284.4884948730469,285.0435485839844,12.778755187988281,11.860319137573242,0.04343566355033055,0.04343566355033055
temperature_h00_lvl850_ewm7,277.18935751729146,277.63249416816666,10.504731777982343,9.89025235224087,0.04218448031238712,0.04218448031238712
temperature_h00_lvl1000_mean5,284.49285742259593,285.02977818504394,12.76308972945242,11.862306516837512,0.04206824317853019,0.04206824317853019
temperature_h00_lvl1000,284.49237060546875,285.0284118652344,12.773078918457031,11.875272750854492,0.041966487734687696,0.041966487734687696
temperature_h00_lvl850_lag3,277.18792724609375,277.6356201171875,10.712321281433105,10.084396362304688,0.041792330469933144,0.041792330469933144
temperature_h00_lvl925_ewm30,280.9163908190595,281.38494736533204,11.304061947107417,10.59758322985155,0.04145028118785784,0.04145028118785784
temperature_h00_lvl1000_diff14,0.05380108579993248,-0.15383011102676392,5.183737754821777,4.76711368560791,-0.04005434044836919,0.04005434044836919
temperature_h00_lvl850_ewm3,277.195870434348,277.6200929807004,10.602488188022631,10.00468479576464,0.04001160282655311,0.04001160282655311
temperature_h00_lvl850_lag1,277.1953430175781,277.6200866699219,10.703038215637207,10.102084159851074,0.03968440024097053,0.03968440024097053
temperature_h00_lvl1000_grad_mag,1.0947664976119995,1.1263333559036255,0.7955803275108337,1.0081137418746948,0.039677776335157205,0.039677776335157205
temperature_h00_lvl850_mean5,277.1998652325332,277.6129322431425,10.68927985896382,10.100427036169782,0.03864310936371248,0.03864310936371248
temperature_h00_lvl850,277.19976806640625,277.6125793457031,10.69738483428955,10.110430717468262,0.03858992507903836,0.03858992507903836
temperature_h00_lvl1000_grad_lat,0.8844362497329712,0.8507106304168701,0.8965957164764404,0.8065841794013977,-0.03761519121309261,0.03761519121309261
temperature_h00_lvl925_lag7,280.94610595703125,281.38641357421875,11.917521476745605,11.186132431030273,0.03694624071344553,0.03694624071344553
temperature_h00_lvl925_ewm14,280.9503453984906,281.372640005984,11.592721580693585,10.913915119316634,0.03642756401540021,0.03642756401540021
temperature_h00_lvl925_ewm7,280.9568977814289,281.3555283730266,11.712265058561286,11.047165501031369,0.03403531166725893,0.03403531166725893
temperature_h00_lvl925_lag3,280.9560241699219,281.35894775390625,11.90342903137207,11.208413124084473,0.03384937087644662,0.03384937087644662
temperature_h00_lvl1000_diff30,0.014145330525934696,-0.23828642070293427,7.521848678588867,7.428774356842041,-0.033559801853954116,0.033559801853954116
temperature_h00_lvl925_ewm3,280.96217256218506,281.3411512110669,11.805293397761222,11.146627180758802,0.03210243372297085,0.03210243372297085
temperature_h00_lvl925_lag1,280.9615478515625,281.34124755859375,11.896631240844727,11.225245475769043,0.03191657363704998,0.03191657363704998
temperature_h00_lvl925,280.96551513671875,281.33245849609375,11.891732215881348,11.233654975891113,0.030857015001140794,0.030857015001140794
v_component_of_wind_h00_lvl850,-0.19422940909862518,-0.11908116936683655,2.618966579437256,2.778770923614502,0.02869385211778301,0.02869385211778301
temperature_h00_lvl1000_diff7,0.026566356420516968,-0.0930992066860199,4.188777446746826,3.6421303749084473,-0.028568135841037335,0.028568135841037335
temperature_h00_lvl850_grad_lat,0.7871704697608948,0.769187867641449,0.6586456298828125,0.605624794960022,-0.02730239343217885,0.02730239343217885
temperature_h00_lvl850_diff14,0.04180607572197914,-0.06289903819561005,4.725837707519531,4.5834503173828125,-0.02215588439505388,0.02215588439505388
day_of_year,198.0,199.9566563467492,96.70574416600753,96.50688092486901,0.020233093324739503,0.020233093324739503
temperature_h00_lvl850_diff30,0.04338393360376358,-0.07719552516937256,6.437859535217285,6.54625940322876,-0.01872974365369816,0.01872974365369816
temperature_h00_lvl1000_diff3,0.010433127172291279,-0.04443647712469101,3.095717668533325,2.757105588912964,-0.017724356731464518,0.017724356731464518
temperature_h00_lvl850_diff7,0.02462473325431347,-0.04725361987948418,4.06076192855835,3.7913146018981934,-0.017700706024722773,0.017700706024722773
temperature_h00_lvl850_diff3,0.012332283891737461,-0.023168392479419708,3.104477882385254,3.008007764816284,-0.01143531302722023,0.01143531302722023
temperature_h00_lvl1000_diff1,0.003918224014341831,-0.015150963328778744,1.8441267013549805,1.6065386533737183,-0.010340497390504352,0.010340497390504352
z,6054.7373046875,6109.248046875,6519.81787109375,6534.2080078125,0.008360776829239159,0.008360776829239159
sin_annual,-0.023340117186307907,-0.02842697501182556,0.7325981855392456,0.7312518954277039,-0.0069435850728641335,0.0069435850728641335
temperature_h00_lvl850_diff1,0.004995072726160288,-0.007407296448945999,1.8573418855667114,1.776366949081421,-0.0066774831663918895,0.0066774831663918895
isor,0.48801034688949585,0.4892050325870514,0.19203314185142517,0.19092722237110138,0.006221247468209747,0.006221247468209747
month,7.020895522388059,7.040247678018575,3.1579579990189344,3.1448405444719114,0.00612805985276818,0.00612805985276818
sdor,66.52827453613281,67.04048919677734,90.8560791015625,91.09874725341797,0.00563764874854392,0.00563764874854392
sdfor,44.82633972167969,45.156185150146484,61.4046630859375,61.5684928894043,0.0053716674254065885,0.0053716674254065885
anor,-0.017512449994683266,-0.020882517099380493,0.7563735246658325,0.757142961025238,-0.0044555593166565825,0.0044555593166565825
cos_annual,-0.08617930114269257,-0.08758297562599182,0.6747801899909973,0.6758638620376587,-0.002080195157059935,0.002080195157059935
